PopName,Area,Year,YearReg,YearInterval,Sex,Age,AgeInterval,Lexis,RefCode,Access,Deaths,NoteCode1,NoteCode2,NoteCode3,LDB
PRT,10,1932,1932,1,f,35,5,RR,5,O,1318,.,.,.,0
PRT,10,1932,1932,1,f,40,5,RR,5,O,1339,.,.,.,0
PRT,10,1932,1932,1,f,45,5,RR,5,O,1301,.,.,.,0
PRT,10,1932,1932,1,f,50,5,RR,5,O,1571,.,.,.,0
PRT,10,1932,1932,1,f,55,5,RR,5,O,1819,.,.,.,0
PRT,10,1932,1932,1,f,60,5,RR,5,O,2591,.,.,.,0
PRT,10,1932,1932,1,f,65,5,RR,5,O,3076,.,.,.,0
PRT,10,1932,1932,1,f,70,5,RR,5,O,4106,.,.,.,0
PRT,10,1932,1932,1,f,75,5,RR,5,O,4065,.,.,.,0
PRT,10,1932,1932,1,f,80,1,RR,5,O,1565,.,.,.,0
PRT,10,1932,1932,1,f,81,1,RR,5,O,499,.,.,.,0
PRT,10,1932,1932,1,f,82,1,RR,5,O,752,.,.,.,0
PRT,10,1932,1932,1,f,83,1,RR,5,O,555,.,.,.,0
PRT,10,1932,1932,1,f,84,1,RR,5,O,601,.,.,.,0
PRT,10,1932,1932,1,f,85,1,RR,5,O,721,.,.,.,0
PRT,10,1932,1932,1,f,86,1,RR,5,O,479,.,.,.,0
PRT,10,1932,1932,1,f,87,1,RR,5,O,334,.,.,.,0
PRT,10,1932,1932,1,f,88,1,RR,5,O,344,.,.,.,0
PRT,10,1932,1932,1,f,89,1,RR,5,O,215,.,.,.,0
PRT,10,1932,1932,1,f,90,1,RR,5,O,485,.,.,.,0
PRT,10,1932,1932,1,f,91,1,RR,5,O,117,.,.,.,0
PRT,10,1932,1932,1,f,92,1,RR,5,O,184,.,.,.,0
PRT,10,1932,1932,1,f,93,1,RR,5,O,125,.,.,.,0
PRT,10,1932,1932,1,f,94,1,RR,5,O,120,.,.,.,0
PRT,10,1932,1932,1,f,95,1,RR,5,O,162,.,.,.,0
PRT,10,1932,1932,1,f,96,1,RR,5,O,88,.,.,.,0
PRT,10,1932,1932,1,f,97,1,RR,5,O,68,.,.,.,0
PRT,10,1932,1932,1,f,98,1,RR,5,O,76,.,.,.,0
PRT,10,1932,1932,1,f,99,1,RR,5,O,31,.,.,.,0
PRT,10,1932,1932,1,f,100,1,RR,5,O,58,.,.,.,0
PRT,10,1932,1932,1,f,101,+,RR,5,O,61,.,.,.,0
PRT,10,1932,1932,1,f,TOT,.,RR,5,O,58128,.,.,.,0
PRT,10,1932,1932,1,f,UNK,.,RR,5,O,45,.,.,.,0
PRT,10,1932,1932,1,m,0,1,RR,5,O,16379,.,.,.,0
PRT,10,1932,1932,1,m,1,1,RR,5,O,3359,.,.,.,0
PRT,10,1932,1932,1,m,2,1,RR,5,O,1826,.,.,.,0
PRT,10,1932,1932,1,m,3,1,RR,5,O,1569,.,.,.,0
PRT,10,1932,1932,1,m,4,1,RR,5,O,1227,.,.,.,0
PRT,10,1932,1932,1,m,5,5,RR,5,O,1071,.,.,.,0
PRT,10,1932,1932,1,m,10,5,RR,5,O,761,.,.,.,0
PRT,10,1932,1932,1,m,15,5,RR,5,O,1167,.,.,.,0
PRT,10,1932,1932,1,m,20,5,RR,5,O,1711,.,.,.,0
PRT,10,1932,1932,1,m,25,5,RR,5,O,1540,.,.,.,0
PRT,10,1932,1932,1,m,30,5,RR,5,O,1551,.,.,.,0
PRT,10,1932,1932,1,m,35,5,RR,5,O,1581,.,.,.,0
PRT,10,1932,1932,1,m,40,5,RR,5,O,1709,.,.,.,0
PRT,10,1932,1932,1,m,45,5,RR,5,O,1836,.,.,.,0
PRT,10,1932,1932,1,m,50,5,RR,5,O,2180,.,.,.,0
PRT,10,1932,1932,1,m,55,5,RR,5,O,2426,.,.,.,0
PRT,10,1932,1932,1,m,60,5,RR,5,O,3135,.,.,.,0
PRT,10,1932,1932,1,m,65,5,RR,5,O,3447,.,.,.,0
PRT,10,1932,1932,1,m,70,5,RR,5,O,3876,.,.,.,0
PRT,10,1932,1932,1,m,75,5,RR,5,O,3488,.,.,.,0
PRT,10,1932,1932,1,m,80,1,RR,5,O,1036,.,.,.,0
PRT,10,1932,1932,1,m,81,1,RR,5,O,342,.,.,.,0
PRT,10,1932,1932,1,m,82,1,RR,5,O,573,.,.,.,0
PRT,10,1932,1932,1,m,83,1,RR,5,O,428,.,.,.,0
PRT,10,1932,1932,1,m,84,1,RR,5,O,400,.,.,.,0
PRT,10,1932,1932,1,m,85,1,RR,5,O,470,.,.,.,0
PRT,10,1932,1932,1,m,86,1,RR,5,O,294,.,.,.,0
PRT,10,1932,1932,1,m,87,1,RR,5,O,244,.,.,.,0
PRT,10,1932,1932,1,m,88,1,RR,5,O,236,.,.,.,0
PRT,10,1932,1932,1,m,89,1,RR,5,O,139,.,.,.,0
PRT,10,1932,1932,1,m,90,1,RR,5,O,222,.,.,.,0
PRT,10,1932,1932,1,m,91,1,RR,5,O,73,.,.,.,0
PRT,10,1932,1932,1,m,92,1,RR,5,O,73,.,.,.,0
PRT,10,1932,1932,1,m,93,1,RR,5,O,61,.,.,.,0
PRT,10,1932,1932,1,m,94,1,RR,5,O,41,.,.,.,0
PRT,10,1932,1932,1,m,95,1,RR,5,O,58,.,.,.,0
PRT,10,1932,1932,1,m,96,1,RR,5,O,40,.,.,.,0
PRT,10,1932,1932,1,m,97,1,RR,5,O,32,.,.,.,0
PRT,10,1932,1932,1,m,98,1,RR,5,O,22,.,.,.,0
PRT,10,1932,1932,1,m,99,1,RR,5,O,22,.,.,.,0
PRT,10,1932,1932,1,m,100,1,RR,5,O,14,.,.,.,0
PRT,10,1932,1932,1,m,101,+,RR,5,O,25,.,.,.,0
PRT,10,1932,1932,1,m,TOT,.,RR,5,O,60767,.,.,.,0
PRT,10,1932,1932,1,m,UNK,.,RR,5,O,83,.,.,.,0
PRT,10,1933,1933,1,f,0,1,RR,5,O,13916,.,.,.,0
PRT,10,1933,1933,1,f,1,1,RR,5,O,2854,.,.,.,0
PRT,10,1933,1933,1,f,2,1,RR,5,O,1559,.,.,.,0
PRT,10,1933,1933,1,f,3,1,RR,5,O,1403,.,.,.,0
PRT,10,1933,1933,1,f,4,1,RR,5,O,1141,.,.,.,0
PRT,10,1933,1933,1,f,5,5,RR,5,O,953,.,.,.,0
PRT,10,1933,1933,1,f,10,5,RR,5,O,781,.,.,.,0
PRT,10,1933,1933,1,f,15,5,RR,5,O,1111,.,.,.,0
PRT,10,1933,1933,1,f,20,5,RR,5,O,1710,.,.,.,0
PRT,10,1933,1933,1,f,25,5,RR,5,O,1575,.,.,.,0
